,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1437,0,18600,       80970,      101244,DebtCon,ProfExe,           0,           0,           0,272.88259897,           2,          20,39.808993217
1438,0,18600,       96476,      119780,DebtCon,Office,           0,,           2,264.15312468,           0,          29,40.805743364
1439,1,18700,       39441,       71345,DebtCon,Other,          11,           0,           4,132.83675752,           0,          13,27.691648158
1440,0,18700,       69954,      104510,DebtCon,Office,          10,           0,           0,211.24331121,           2,          13,33.549858765
1441,0,18700,       99003,      162566,,Other,,           1,,252.26379877,,          23,39.209039167
1442,0,18700,       68196,       89641,DebtCon,Other,           0,           2,           1,112.97604123,           1,          26,34.414621628
1443,0,18700,       93210,      109980,DebtCon,ProfExe,           7,           0,           0,145.48592651,           2,          20,22.496235519
1444,0,18700,       66891,       94454,DebtCon,Office,           0,           0,           0,160.71128201,           3,          20,32.784193505
1445,0,18700,       59929,       89526,DebtCon,Office,           0,           0,           0,64.454725278,           0,          22,35.087348647
1446,0,18700,       87958,      114696,DebtCon,Other,          20,           0,           0, 301.9122949,           0,          17,24.415219692
1447,1,18800,       67666,      167619,HomeImp,ProfExe,          14,           0,           0,135.95180823,           1,          11,47.590528653
1448,0,18800,      166737,      199303,DebtCon,ProfExe,           9,           0,           0,270.88268753,           1,          38,25.532128787
1449,0,18800,       96272,      163250,DebtCon,Mgr,           2,           0,           0,204.49258593,           1,          19,37.868355391
1450,0,18800,       98582,      122597,HomeImp,Mgr,           1,           0,           0,307.52479033,           1,          20,39.394168925
1451,0,18800,       66562,       90325,DebtCon,Other,           0,           1,           1,112.90326219,           2,          25,33.162271481
1452,1,18800,       63836,       87000,DebtCon,Other,           8,           2,           1,110.56666667,           2,          33,
1453,0,18800,      102120,      165302,,Other,,           0,,274.11292609,,          24,40.105029842
1454,0,18800,       91731,      125902,DebtCon,Office,          24,           0,           0, 276.7274249,           2,          16,32.294304005
1455,0,18800,       22782,       60590,HomeImp,ProfExe,           8,           0,           0,198.87639548,           0,          13,30.329929987
1456,0,18900,      127269,      203737,HomeImp,ProfExe,          14,           0,           0,206.20003676,           0,          21,36.272858359
1457,0,18900,       87081,      115165,DebtCon,Other,          13,           0,           0,120.46218617,           1,           8,34.400376562
1458,0,18900,       34583,       59247,DebtCon,Other,          15,           0,           0,89.340627109,           0,          17,39.990188361
1459,0,18900,       87657,      117577,DebtCon,ProfExe,           9,           0,           0,142.46649495,           2,          19, 39.96618165
1460,0,18900,      154563,      198790,DebtCon,Other,           7,           0,           0,,           1,          15, 29.47261446
1461,1,18900,       17800,       40798,DebtCon,Office,           6,           2,           0,167.46666667,           2,          16,
1462,0,18900,      127559,      154545,DebtCon,Mgr,,           0,           0,216.66951535,           0,          18,36.915878204
1463,0,18900,       55238,      112776,DebtCon,ProfExe,          16,           0,           0,251.54939236,           0,          19,25.769499901
1464,0,18900,      123206,      205608,DebtCon,Other,           4,           0,           0,201.30237176,           0,          17,27.527502021
1465,1,18900,,       75252,DebtCon,,,,,,,,42.919604974
1466,0,18900,       44605,       65489,DebtCon,ProfExe,          15,           0,           0,189.00845586,           0,          23, 38.57108327
1467,0,18900,       69325,      102438,DebtCon,Other,,           2,           1,222.65227491,           2,          13,43.524097796
1468,0,18900,       82537,      117610,DebtCon,Mgr,          16,           0,           0,233.84853474,           5,          30,39.064892967
1469,0,19000,       62356,       92299,DebtCon,Office,           0,           0,           0,60.294143175,           0,          23,34.816959504
1470,0,19000,        7524,       28639,DebtCon,Other,,           0,           0,60.328252745,           1,          18,42.358461482
1471,0,19000,       43479,       78631,DebtCon,Other,           1,,           1,301.40369147,           1,          10,38.253096875
1472,0,19000,      167104,      200184,DebtCon,ProfExe,           9,           0,           0,256.64834362,           0,          38,23.668678492
1473,0,19000,       22236,      169461,HomeImp,Self,           7,           0,           0,296.08019369,           0,          27,27.640018057
1474,0,19000,       75673,      100335,HomeImp,ProfExe,           8,           0,           0,93.159544907,           0,          16,33.518480526
1475,0,19000,       47400,       80000,DebtCon,Other,          12,           0,           0,95.366666667,           1,          10,
1476,0,19000,      122000,      158000,DebtCon,Office,           2,,           1,374.03333333,,          52,
1477,0,19000,      145800,      190300,DebtCon,ProfExe,          13,,,109.66666667,           1,          24,
1478,1,19000,      171106,      200000,DebtCon,Other,         9.8,           3,           0,153.16666667,           0,          26,
1479,0,19000,      165988,      217000,DebtCon,Office,          13,           0,           0,214.03333333,           1,          32,
1480,1,19000,      100670,      122581,DebtCon,Mgr,          10,           0,,81.252547416,           0,          27,41.863631054
1481,1,19000,       24658,       47027,HomeImp,Mgr,          19,           0,           0,159.10522518,           4,          31,53.548195849
1482,0,19000,      105729,      172555,DebtCon,Office,           6,           0,           0,216.43903593,           4,          23,41.046748124
1483,0,19000,       42488,       65636,DebtCon,Other,           7,           0,           0,90.676444354,           3,          14,42.226716481
1484,0,19100,       51994,       66467,DebtCon,Other,           7,           0,           0,100.18188768,           3,          15,41.155082612
1485,0,19100,       31442,       57151,DebtCon,Other,          16,           0,           0,100.03263589,           1,          17,39.907041625
1486,0,19100,      105111,      176829,DebtCon,Office,           6,           0,           0,211.40033751,           4,          24,41.413123846
1487,0,19200,       68902,       98737,DebtCon,Office,           1,           0,           0,166.81657408,           4,          19,33.035075976
1488,0,19200,       83591,      109772,HomeImp,ProfExe,           4,           0,           0,101.49881202,           1,          25,37.077041528
1489,0,19200,      153722,      199812,DebtCon,ProfExe,          13,,,121.94291622,           0,          24,29.802859083
1490,0,19200,       65206,       13933,DebtCon,Other,           7,,, 57.59183135,           0,          16, 42.50243535
1491,0,19200,       57728,       96552,DebtCon,Office,           0,           0,           0,80.602363108,           0,          23,37.508103137
1492,0,19200,       31307,       60202,DebtCon,ProfExe,          18,           0,           0, 170.5812991,           1,          20,35.600544953
